goodsSn,상품명,정가,판매가,브랜드,대분류,중분류,배송유형,배송료,배송기간,사다리차_비용규정,직접운반_규정,현장설치_추가작업비,교환반품_배송비,교환반품_신청기간_조건,옵션목록,옵션별가격,썸네일URL,상품URL
P100025897,[클리어런스] 필로시 퀸 침대 프레임 멀티수납형 (2단 서랍 4칸),948000676400,29,리바트,침대/매트리스,,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후 SMS, 알림톡 또는 유선을 통해",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),침대 추가 연결 (Q/SS 다릿발/가드) 2.8만~9만원 / 조명패널 1.5만~2.6만원 현장 작업비,"14,040원 (티테이블/소가구) ~ 38,000원 (중형 가구)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),오크(캣피시 브라운) | 화이트(폴라 화이트),"필로시 2단 멀티수납 퀸침대 프레임(매트별도) - 화이트: 712,000원 | 필로시 2단 멀티수납 퀸침대 프레임(매트별도) - 오크: 712,000원",https://static.hyundailivart.co.kr/upload_mall/goods/P100025897/GM40711808_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P100025897
P100025846,[클리어런스] 필로시 퀸 침대 프레임 수납형 (1단 서랍 3칸),735000572800,22,리바트,침대/매트리스,,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후 SMS, 알림톡 또는 유선을 통해",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),침대 추가 연결 (Q/SS 다릿발/가드) 2.8만~9만원 / 조명패널 1.5만~2.6만원 현장 작업비,"14,040원 (티테이블/소가구) ~ 38,000원 (중형 가구)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),오크(캣피시 브라운) | 화이트(폴라 화이트),"필로시 수납 퀸침대 프레임(매트별도) - 화이트: 603,000원 | 필로시 수납 퀸침대 프레임(매트별도) - 오크: 603,000원",https://static.hyundailivart.co.kr/upload_mall/goods/P100025846/GM40711342_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P100025846
P200196690,THE ROOM 더룸 초등 벙커침대,25355002093900,17,리바트집테리어,키즈/주니어,,직접배송,총 결제금액이 3만원 미만인 경우는 결제 시 3천원의 배송비가 부과 됩니다. (일부 품목 제외),"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),기존 상품에 추가 연결/설치 시 현장 작업비용 별도 발생,"14,040원 (티테이블/소가구) ~ 38,000원 (중형 가구)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),우형 | 좌형 | 400 계단장 | 800 계단장 | 루버가드 | 플랫가드 | 수납형(옷장2+수납장2) | 책상형(옷장2+책상1+수납장1),"더룸 벙커침대 하부옷장수납장 플랫가드 400계단형(좌형): 2,093,900원 | 더룸 벙커침대 하부옷장수납장 플랫가드 400계단형(우형): 2,095,300원 | 더룸 벙커침대 하부옷장수납장 루버가드 400계단형(좌형): 2,765,500원 | 더룸 벙커침대 하부옷장수납장 루버가드 400계단형(우형): 2,742,900원 | 더룸 벙커침대 하부인출책상형 ",https://static.hyundailivart.co.kr/upload_mall/goods/P200196690/GM43873276_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200196690
P200193625,필로시 침대 조명 터치형,48000,,리바트,침대/매트리스,,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후 SMS, 알림톡 또는 유선을 통해",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),침대 추가 연결 (Q/SS 다릿발/가드) 2.8만~9만원 / 조명패널 1.5만~2.6만원 현장 작업비,"14,040원 (티테이블/소가구) ~ 38,000원 (중형 가구)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),,,,https://living.hyundailivart.co.kr/p/P200193625
P100024471,[클리어런스] 뉴트 리클라이닝 퀸 침대 프레임,1088000626000,42,리바트,침대/매트리스,,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후 SMS, 알림톡 또는 유선을 통해",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),침대 추가 연결 (Q/SS 다릿발/가드) 2.8만~9만원 / 조명패널 1.5만~2.6만원 현장 작업비,"14,040원 (티테이블/소가구) ~ 38,000원 (중형 가구)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),그레이 | 베이지,"뉴트 리클라이닝 가죽 퀸 침대 프레임(2색택1,매트별도) - 그레이: 626,000원 | 뉴트 리클라이닝 가죽 퀸 침대 프레임(2색택1,매트별도) - 베이지: 626,000원",,https://living.hyundailivart.co.kr/p/P100024471
P200082560,[클리어런스] 토스트 슈퍼싱글 침대 프레임,485000435100,10,리바트,침대/매트리스,,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후 SMS, 알림톡 또는 유선을 통해",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),침대 추가 연결 (Q/SS 다릿발/가드) 2.8만~9만원 / 조명패널 1.5만~2.6만원 현장 작업비,"14,040원 (티테이블/소가구) ~ 38,000원 (중형 가구)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),"무헤드형 | 트윈침대 헤드형 (SS침대2, 협탁 미포함) | 헤드형 | 라이트오크 | 월넛 | 화이트","토스트 슈퍼싱글 침대 프레임 헤드형 화이트: 458,000원 | 토스트 슈퍼싱글 침대 프레임 헤드형 라이트오크: 458,000원 | 토스트 슈퍼싱글 침대 프레임 헤드형 월넛: 458,000원 | 토스트 슈퍼싱글 침대 프레임 트윈형 화이트 (협탁미포함): 916,000원 | 토스트 슈퍼싱글 침대 프레임 트윈형 라이트오크 (협탁미포함): 916,000원",https://static.hyundailivart.co.kr/upload_mall/goods/P200082560/GM41660591_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200082560
P100022802,[클리어런스] 로넌 수납 슈퍼싱글 침대 프레임,523000430300,18,리바트,키즈/주니어,,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후 SMS, 알림톡 또는 유선을 통해",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),기존 상품에 추가 연결/설치 시 현장 작업비용 별도 발생,"14,040원 (티테이블/소가구) ~ 38,000원 (중형 가구)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),민트-서랍형침대(SS) | 아이보리-서랍형침대(SS),"로넌 수납 슈퍼싱글 침대 (2색 중 택1, 매트별도) - 민트-서랍형침대(SS): 453,000원 | 로넌 수납 슈퍼싱글 침대 (2색 중 택1, 매트별도) - 아이보리-서랍형침대(SS): 453,000원",,https://living.hyundailivart.co.kr/p/P100022802
P200088872,엔슬립 패밀리 매트리스 (SS,Q),441000,,리바트,침대/매트리스,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후 SMS, 알림톡 또는 유선을 통해",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),기존 상품에 추가 연결/설치 시 현장 작업비용 별도 발생,"14,040원 (티테이블/소가구) ~ 38,000원 (중형 가구)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),Q | SS,"엔슬립 패밀리 슈퍼싱글 매트리스: 441,000원 | 엔슬립 패밀리 퀸 매트리스: 710,000원",,https://static.hyundailivart.co.kr/upload_mall/goods/P200088872/GM41805828_img.png?RS=0X250&CS=250X250&AO=1
P200199500,스와니에 퀸 침대 프레임 (일반/평상/서랍형),1026000,,리바트,침대/매트리스,,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후 SMS, 알림톡 또는 유선을 통해",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),침대 추가 연결 (Q/SS 다릿발/가드) 2.8만~9만원 / 조명패널 1.5만~2.6만원 현장 작업비,"14,040원 (티테이블/소가구) ~ 38,000원 (중형 가구)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),딥 브라운 | 아이보리 | 서랍형 | 일반형 | 평상형,"스와니에 퀸 침대 프레임 일반형 브라운: 1,026,000원 | 스와니에 퀸 침대 프레임 일반형 아이보리: 1,026,000원 | 스와니에 퀸 침대 프레임 평상형 브라운: 1,093,000원 | 스와니에 퀸 침대 프레임 평상형 아이보리: 1,093,000원 | 스와니에 퀸 침대 프레임 서랍형 브라운: 1,208,000원",https://static.hyundailivart.co.kr/upload_mall/goods/P200198533/GM43960169_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P200199500
P100024591,[클리어런스] 데이지 슈퍼싱글 침대 프레임,427000384700,10,리바트,침대/매트리스,,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후 SMS, 알림톡 또는 유선을 통해",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),침대 추가 연결 (Q/SS 다릿발/가드) 2.8만~9만원 / 조명패널 1.5만~2.6만원 현장 작업비,"14,040원 (티테이블/소가구) ~ 38,000원 (중형 가구)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),,,,https://living.hyundailivart.co.kr/p/P100024591
P100027045,[클리어런스] 필로시 퀸 침대 프레임 멀티수납형 (1단 서랍 3칸),814000629800,23,리바트,침대/매트리스,,현대 리바트 직접배송,기본 배송비: 무료 제주 지역 배송비 안내: 제주도민-무료/ 제주도민이 아닌 고객이 제주도로 배송 요청시: 배송비가 결제 금액에 따라 부과 상세 배송비는 결제 화면에서 확인하실 수 있습니다.,"설치제품, 가구제품: 배송기간은 주문 후 4~5일 정도 소요 됩니다. 결제 후 SMS, 알림톡 또는 유선을 통해",300만원 이상 구매 시 100% 본사 지원 (5층 이하) / 200만~300만원 미만 일부 부담 / 200만원 미만 고객 전액 부담 (단품 5만원) / 6층 이상 전액 과금,엘리베이터/사다리차 불가 시 2~5층 수동 계단 운반 추가비 발생 (6층 이상 수동 운반 불가),침대 추가 연결 (Q/SS 다릿발/가드) 2.8만~9만원 / 조명패널 1.5만~2.6만원 현장 작업비,"14,040원 (티테이블/소가구) ~ 38,000원 (중형 가구)",공정위 규정 수령일 익일부터 7일 이내 / 가구 특성상 조립 후 반품 불가 (제품 하자 시 예외 가능),오크(캣피시 브라운) | 화이트(폴라 화이트),"필로시 멀티수납 퀸침대 프레임(매트별도) - 화이트: 663,000원 | 필로시 멀티수납 퀸침대 프레임(매트별도) - 오크: 663,000원",https://static.hyundailivart.co.kr/upload_mall/goods/P100027045/GM40711375_img.jpg?RS=0X250&CS=250X250&AO=1,https://living.hyundailivart.co.kr/p/P100027045
